,Unnamed: 0,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
10344,10344,CC1(CO1)C1OCCO1,0.1481999999999999,30.99,130.06299418,0,3,"(52,)",0.188250010900614,-0.3643579475022298,1,2,1,0.2888,-460.133163,-460.134107,-460.142761,-460.176693,-0.2475,0.0894,0.3369,0.158823
13792,13792,CCCC1(CC)CC1O,1.9475,20.23,128.120115132,1,1,"(54,)",0.0603083100402813,-0.392526599176802,3,1,2,1.2925,-389.472954,-389.473899,-389.485007,-389.521297,-0.2482,0.0769,0.3251,0.22698
68389,68389,CC1(C=O)C2OC1C=C2,0.5287999999999999,26.3,124.052429496,0,2,"(48,)",0.131254279255742,-0.3645699057560209,1,3,2,1.5407,-421.770366,-421.77131,-421.779177,-421.811502,-0.244,-0.0286,0.2153,0.134294
89627,89627,CN=C1OC(C)=CC=N1,0.5135199999999999,38.39,124.063662876,0,3,"(48,)",0.3160509508622242,-0.4293534674997449,0,1,0,3.8404,-418.032124,-418.033068,-418.041809,-418.075803,-0.2169,-0.0587,0.1581,0.135438
68800,68800,ON=C1CCN(C1)C=O,-0.3213000000000001,52.900000000000006,128.058577496,1,3,"(50,)",0.2095600388775309,-0.4108503906823409,1,1,0,3.7091,-455.128973,-455.129917,-455.138468,-455.172439,-0.2461,-0.0083,0.2378,0.136253
67536,67536,CC(C)OCC#CCO,0.4071000000000001,29.46,128.083729624,1,2,"(52,)",0.1076493210583771,-0.3836541581235639,2,0,0,1.217,-424.172666,-424.17361,-424.184953,-424.223768,-0.2579,0.0297,0.2876,0.178931
52296,52296,C1CC(C1)C1C2CC1O2,1.5738,9.23,124.088815004,0,1,"(50,)",0.0659020684927975,-0.3739838881265183,1,4,2,2.0567,-386.994244,-386.995188,-387.003003,-387.035978,-0.2316,0.085,0.3166,0.183742
66013,66013,CCCCC1=NNN=N1,0.5423,54.46,126.09054632,1,3,"(50,)",0.174055872904365,-0.177192372445311,3,1,0,1.9908,-415.378932,-415.379876,-415.388905,-415.424614,-0.2834,-0.0233,0.2601,0.160607
121429,121429,CC12C3OC1C1(CN1)C23,-0.2545000000000001,31.17,123.068413908,1,2,"(48,)",0.0859424242671989,-0.3712385805415814,0,4,5,1.1876,-401.836341,-401.837285,-401.844819,-401.876557,-0.2239,0.0688,0.2927,0.147719
12132,12132,CC1C(O)CC2NC12C,0.1175999999999997,42.17,127.099714036,2,2,"(52,)",0.0598927274361833,-0.3927150182789001,0,2,4,3.2996,-404.342189,-404.343133,-404.351908,-404.384549,-0.2414,0.0671,0.3084,0.195406
121973,121973,CC1(O)CN2C1CC2=O,-0.6480999999999999,40.54,127.063328528,1,2,"(50,)",0.2247244554355646,-0.3861554627091967,0,2,2,3.6031,-439.06569,-439.066634,-439.074971,-439.107682,-0.2391,-0.0014,0.2377,0.146613
35334,35334,CNC1COC1C#N,-0.5032200000000002,45.05,112.063662876,1,3,"(44,)",0.1609576048210849,-0.3597665926445892,1,1,2,4.2023,-379.884213,-379.885157,-379.893317,-379.926463,-0.2394,-0.0001,0.2393,0.130666
131345,131345,CCC1(O)C2CC1C=C2,1.3334,20.23,124.088815004,1,1,"(50,)",0.0769626321309912,-0.3886729312362731,1,3,2,1.4491,-387.045083,-387.046027,-387.054472,-387.086991,-0.2185,0.0209,0.2393,0.182524
114341,114341,CC1(CCOC=N)CO1,0.7890699999999999,45.61,129.078978592,1,3,"(52,)",0.1660881429830215,-0.4836068585883613,4,1,1,2.7699,-440.251392,-440.252336,-440.262585,-440.299796,-0.2606,0.0233,0.2838,0.16843
37456,37456,CC(C)CC(O)C(C)O,0.7742,40.46,132.115029752,2,2,"(56,)",0.0798360014063498,-0.3907266837245217,3,0,2,2.25,-426.626449,-426.627393,-426.639045,-426.675977,-0.2562,0.0615,0.3177,0.225988
119995,119995,C1CC11CC2CC2O1,1.3278,9.23,110.07316494,0,1,"(44,)",0.0691804817118801,-0.371452933946562,0,3,2,1.2547,-347.769799,-347.770743,-347.777421,-347.807959,-0.218,0.0898,0.3078,0.154981
13154,13154,OC1COCC1NC=O,-1.5078999999999991,58.56,131.058243148,2,3,"(52,)",0.2070112787501649,-0.3884793249434877,2,1,2,2.7819,-476.234853,-476.235797,-476.244337,-476.278752,-0.2485,0.0274,0.2759,0.14889
81195,81195,C1C2N1CCCC21CC1,1.2446,3.01,123.104799416,0,1,"(50,)",0.0279815347872207,-0.2969830443301033,0,3,2,1.4024,-367.174093,-367.175037,-367.182883,-367.214939,-0.2116,0.0841,0.2957,0.19691
60529,60529,COC1(C)CC2COC12,0.8102,18.46,128.083729624,0,2,"(52,)",0.0918809583635897,-0.3757954863013476,1,2,3,2.6478,-424.168482,-424.169426,-424.178437,-424.212146,-0.2386,0.0746,0.3132,0.181279
124315,124315,CC1CC2C1C1CC21O,1.0232,20.23,124.088815004,1,1,"(50,)",0.0714063668159785,-0.3892769784857032,0,3,5,1.1963,-387.02699,-387.027934,-387.036296,-387.068665,-0.2313,0.0796,0.3109,0.182336
20801,20801,OCC1(O)C2CC1N2,-1.5460999999999996,52.49,115.063328528,3,3,"(46,)",0.1181481920887455,-0.3932539785615589,1,3,2,2.1467,-400.902805,-400.90375,-400.910957,-400.942142,-0.2352,0.0519,0.287,0.143119
108860,108860,CC1(C)C2CC(=O)NC12,0.5308999999999999,29.1,125.084063972,1,1,"(50,)",0.2201206702900412,-0.3524966609594929,0,2,2,3.6954,-403.181912,-403.182856,-403.191548,-403.224476,-0.2329,0.0309,0.2638,0.171419
78710,78710,CC12CCC1C(O)C2,1.1673,20.23,112.088815004,1,1,"(46,)",0.0578476762428841,-0.3927984629849185,0,2,3,1.3557,-348.973158,-348.974102,-348.982143,-349.014187,-0.2467,0.0737,0.3205,0.17705
52235,52235,COC1C(C)CC11CO1,0.8102,21.76,128.083729624,0,2,"(52,)",0.1181697014644045,-0.3780775211727039,1,2,3,2.0797,-424.175127,-424.176071,-424.185598,-424.219951,-0.2492,0.0624,0.3116,0.180565
47384,47384,OC12CN3C1CC23C#C,-0.8089999999999999,23.47,121.052763844,1,2,"(46,)",0.1224877992312887,-0.3838956766893306,0,5,4,1.6665,-400.609105,-400.610049,-400.617758,-400.649593,-0.2461,0.0184,0.2646,0.123019
36753,36753,CC1=C(O)NC(=N)C=N1,-0.0968100000000001,72.75999999999999,125.058911844,3,3,"(48,)",0.2114235891781365,-0.4932641776400619,0,1,0,2.5774,-434.094407,-434.095352,-434.103964,-434.137412,-0.193,-0.0421,0.1509,0.124681
96101,96101,CC(C)(C)C1(CO)CN1,0.3667999999999999,42.17,129.1153641,2,2,"(54,)",0.0630503240312016,-0.3943820623329642,1,1,1,3.0739,-405.514332,-405.515276,-405.525609,-405.559981,-0.2425,0.0606,0.3031,0.216045
57198,57198,N#CCC12COC1CO2,0.0678799999999999,42.25,125.047678464,0,3,"(48,)",0.1326836010115611,-0.3695150483169647,1,2,2,4.1799,-437.840769,-437.841713,-437.849615,-437.882828,-0.2641,0.0144,0.2784,0.124063
109158,109158,C#CCCC1=CNC=C1,1.5804999999999998,15.79,119.073499288,1,0,"(46,)",0.0127067691329435,-0.3673723203335086,2,1,0,2.6411,-364.807881,-364.808825,-364.817645,-364.85214,-0.2054,0.0441,0.2495,0.148069
83848,83848,CC1=COC2=C1OCC2,1.52292,22.37,124.052429496,0,2,"(48,)",0.1631224120187057,-0.4891660557788667,0,2,0,0.5826,-421.835188,-421.836133,-421.843953,-421.876572,-0.1892,0.0238,0.213,0.137405
116163,116163,O=C1CCC2C=CCN12,0.5472,20.31,123.068413908,0,1,"(48,)",0.2229331107567732,-0.3325298924008084,0,2,1,3.7361,-401.998536,-401.99948,-402.006601,-402.038233,-0.2374,0.0078,0.2452,0.151067
121695,121695,CC1C(C(C)=O)C1(C)C,1.8675,17.07,126.104465068,0,1,"(52,)",0.1332376573074341,-0.2996821744880676,1,1,2,2.4951,-388.305723,-388.306667,-388.317475,-388.35278,-0.2358,-0.0093,0.2265,0.202608
87645,87645,OC(CC=O)CN1CC1,-0.7481000000000002,40.31,129.078978592,1,3,"(52,)",0.1221183039663146,-0.3913460533652172,4,1,1,4.3845,-440.246476,-440.24742,-440.257266,-440.293511,-0.2415,-0.0155,0.226,0.168796
14783,14783,CC1OC(=N)C1(O)C#N,-0.36295,77.1,126.042927432,2,4,"(48,)",0.2635234151014133,-0.4702981990093731,0,1,2,3.6102,-453.938333,-453.939278,-453.948189,-453.981885,-0.2918,-0.0246,0.2672,0.110862
103466,103466,OC12CC1OC1CC21,-0.0914999999999999,29.46,112.052429496,1,2,"(44,)",0.0988324885148799,-0.3866768369959922,0,3,4,1.377,-383.6856,-383.686544,-383.693067,-383.723218,-0.2254,0.0762,0.3016,0.130779
78737,78737,CC1N2CC2(C)C1(C)O,0.2138,23.24,127.099714036,1,2,"(52,)",0.0963656357366243,-0.3865717383254561,0,2,4,2.4425,-404.303719,-404.304664,-404.314629,-404.348304,-0.2199,0.0656,0.2855,0.191579
13759,13759,CCC1(O)CC1(C)OC,0.9363,29.46,130.099379688,1,2,"(54,)",0.0965297521160709,-0.3867822144578079,2,1,2,2.3512,-425.396491,-425.397436,-425.408355,-425.44379,-0.2293,0.0746,0.3039,0.202152
109606,109606,CC[NH2+]C1CC1C([O-])=O,-2.2918999999999983,56.74,129.078978592,1,2,"(52,)",0.0950987642365989,-0.5496091247301708,3,1,2,6.2838,-440.298816,-440.299761,-440.309032,-440.343842,-0.2466,0.0261,0.2727,0.171165
129994,129994,OC12CN(C1)C(C2)C=O,-0.9957,40.54,127.063328528,1,3,"(50,)",0.1367329951470148,-0.3871338261531972,1,3,1,1.2383,-439.043957,-439.044901,-439.052803,-439.085381,-0.2411,-0.0318,0.2092,0.147895
33763,33763,CC1CC2(C)CC12C,2.442500000000001,0.0,110.109550448,0,0,"(46,)",-0.0240374905101759,-0.0619472729490473,0,2,3,0.3167,-313.05065,-313.051594,-313.060515,-313.093035,-0.2341,0.084,0.3181,0.199299
77350,77350,O=C1CCC2CN2CC1,0.4236000000000001,20.08,125.084063972,0,2,"(50,)",0.1337469885043634,-0.2996634041849264,0,2,2,2.4641,-403.140772,-403.141716,-403.149618,-403.182114,-0.2338,-0.012,0.2219,0.172985
14803,14803,CC(O)C#CC1CCC1,1.1707,20.23,124.088815004,1,1,"(50,)",0.1114842763213371,-0.38067916888585,0,1,1,1.8746,-387.041971,-387.042915,-387.053089,-387.090908,-0.2447,0.0362,0.2809,0.181372
119093,119093,CC(N)C1=NC(O)=NO1,-0.2050999999999999,85.17,129.053826464,2,5,"(50,)",0.3513457911895621,-0.4769771674582983,1,1,1,3.5992,-471.195525,-471.196469,-471.205099,-471.238998,-0.256,-0.0163,0.2397,0.1247
9468,9468,CC1C2C3CC1N23,0.4612,3.01,95.073499288,0,1,"(38,)",0.0299095640179972,-0.2905890680594049,0,3,5,1.773,-288.576832,-288.577776,-288.583563,-288.612808,-0.2398,0.0815,0.3212,0.138772
29729,29729,OCC12CN1C1C(O)C21,-1.5940000000000003,43.47,127.063328528,2,3,"(50,)",0.0762771784555611,-0.3943813167460279,1,3,5,2.1119,-438.967911,-438.968856,-438.977069,-439.009752,-0.2273,0.0548,0.2821,0.147206
6353,6353,CC1=NC=C(C=N1)C#N,0.6567,49.57,119.04834716,0,3,"(44,)",0.1247227094456329,-0.240315122001344,0,1,0,2.9438,-395.797481,-395.798425,-395.806218,-395.840015,-0.2698,-0.0723,0.1975,0.10243
14523,14523,COC(CCC=O)C=O,0.1794,43.370000000000005,130.06299418,0,3,"(52,)",0.1482499189385853,-0.3739784104593927,5,0,1,3.3646,-460.154521,-460.155465,-460.166205,-460.204104,-0.25,-0.043,0.2069,0.154458
54657,54657,OCC1(CCC#C)CO1,0.1611,32.76,126.06807956,1,2,"(50,)",0.1154055394445354,-0.3932786374155396,3,1,1,1.3313,-422.95736,-422.958304,-422.968068,-423.003401,-0.2632,0.0503,0.3135,0.15671
22558,22558,CCNC1COC1=O,-0.4787000000000001,38.33,115.063328528,1,3,"(46,)",0.326273333061554,-0.4621258231786291,2,1,1,4.3218,-401.000842,-401.001786,-401.010031,-401.043469,-0.2375,0.0065,0.2441,0.142218
119842,119842,NC1=CON=C1N,-0.1609999999999999,78.07,99.04326178,2,4,"(38,)",0.1895901300401039,-0.3930355383609388,0,1,0,3.6668,-356.671777,-356.672722,-356.679047,-356.708964,-0.2143,0.0126,0.2268,0.092086
19135,19135,N=C1OC23COC2CC13,0.15137,42.31,125.047678464,1,3,"(48,)",0.1883840670884915,-0.4682582945946734,0,3,3,1.0633,-437.824131,-437.825075,-437.831915,-437.863164,-0.263,0.0114,0.2744,0.125313
32777,32777,CC1C2N3CC2(C)C13,0.7088000000000001,3.24,109.089149352,0,1,"(44,)",0.0220671873349069,-0.294818811360109,0,5,2,1.8598,-327.829347,-327.830292,-327.83768,-327.868746,-0.2246,0.0919,0.3165,0.165339
35647,35647,CC1=C(C)C2CCC1O2,1.884,9.23,124.088815004,0,1,"(50,)",0.0794604793561159,-0.3662950385131048,0,2,2,1.7646,-387.100149,-387.101094,-387.109497,-387.142114,-0.2212,0.0278,0.249,0.1838
68983,68983,CC1=CC2NC2(CO)C1,0.0392999999999997,42.17,125.084063972,2,2,"(50,)",0.0647769846984151,-0.394366861780601,1,2,2,2.2435,-403.124801,-403.125746,-403.134537,-403.167718,-0.2217,0.0173,0.239,0.171253
87,87,CC1OC1CCC#C,1.1871,12.53,110.07316494,0,1,"(44,)",0.0847661055141648,-0.3698571343412172,2,1,2,1.7989,-347.746346,-347.747291,-347.756394,-347.790884,-0.2597,0.0561,0.3159,0.151094
128543,128543,OCC12OCC1C2O,-1.2616,49.69,116.047344116,2,3,"(46,)",0.124895091702447,-0.3932517056922625,1,2,3,0.557,-420.806168,-420.807113,-420.814823,-420.846906,-0.2377,0.0552,0.2929,0.129845
72258,72258,CC1CC11CC2CN2C1,1.1005,3.01,123.104799416,0,1,"(50,)",0.0229564654136854,-0.2969747450633043,0,3,4,1.6304,-367.177627,-367.178572,-367.186865,-367.219426,-0.225,0.0888,0.3138,0.195713
55700,55700,C1CC2C1CC21COC1,1.4329,9.23,124.088815004,0,1,"(50,)",0.0547189529941442,-0.380092723677145,0,3,2,2.0131,-387.029474,-387.030418,-387.038389,-387.071718,-0.2415,0.068,0.3095,0.183767
56963,56963,CC1(CN1)C1CC1C#N,0.5079800000000001,45.73,122.08439832,1,2,"(48,)",0.0659083863077386,-0.3081243439395812,1,2,3,2.7922,-382.038527,-382.039471,-382.048297,-382.082064,-0.2514,0.0279,0.2793,0.15951
43883,43883,CC(C)C#CCC(N)=O,0.5212,43.09,125.084063972,1,1,"(50,)",0.2289530722639866,-0.3688488393141129,1,0,0,3.233,-403.153345,-403.15429,-403.165615,-403.20542,-0.2388,0.0297,0.2685,0.167943
126275,126275,CCC1CC(O)C1C#C,1.0266,20.23,124.088815004,1,1,"(50,)",0.0682852595334643,-0.3918204288960492,1,1,3,1.5336,-387.041479,-387.042424,-387.05225,-387.086894,-0.2522,0.0397,0.2919,0.180766
118905,118905,OCC1(CN1)C#N,-1.15572,65.96000000000001,98.048012812,2,3,"(38,)",0.1421778996270935,-0.3932777022591536,1,1,1,3.905,-340.601198,-340.602142,-340.609236,-340.64059,-0.2799,0.0127,0.2926,0.101807
84597,84597,CN1CC2(OCC12)C#C,-0.2974000000000001,12.47,123.068413908,0,2,"(48,)",0.1580724347282389,-0.3574614789309153,0,2,2,2.1968,-401.846999,-401.847943,-401.856466,-401.889464,-0.2178,0.0158,0.2336,0.145924
81072,81072,OCC(O)C12CCC1O2,-0.7290000000000001,52.99,130.06299418,2,3,"(52,)",0.122827974257265,-0.3935666703715733,2,2,3,1.7375,-460.10345,-460.104395,-460.113211,-460.146774,-0.2541,0.0562,0.3103,0.158411
119286,119286,OC12C3C1C1N=C2OC31,-0.8434000000000001,41.82000000000001,123.0320284,1,3,"(46,)",0.2174434758966859,-0.4728298187601606,0,5,5,3.84,-436.54173,-436.542674,-436.548703,-436.578644,-0.213,-0.0355,0.1775,0.100823
117664,117664,CC12CN3C(CC=C1)C23,1.019,3.01,121.089149352,0,1,"(48,)",0.0358794523479031,-0.2921449194658857,0,3,4,1.5767,-365.973207,-365.974151,-365.981461,-366.01254,-0.2251,0.0165,0.2416,0.173102
45401,45401,CN1CC11C2OC1C2=O,-0.9793000000000004,29.31,125.047678464,0,3,"(48,)",0.1939032718853014,-0.3549256126141421,0,4,3,2.8905,-437.76625,-437.767194,-437.775074,-437.807499,-0.2452,-0.0193,0.2259,0.122233
23023,23023,COC1=NC=CC=C1O,0.7957999999999998,42.35,125.047678464,1,3,"(48,)",0.2559620375667953,-0.5030953197593864,1,1,0,0.8278,-437.939979,-437.940923,-437.948787,-437.98124,-0.2132,-0.0094,0.2038,0.125942
128889,128889,CC1=CC(C=O)C(=O)N1,-0.1649,46.17,125.047678464,1,2,"(48,)",0.2378191816984611,-0.3294677639872198,1,1,1,3.8734,-437.937058,-437.938002,-437.946694,-437.980549,-0.2233,-0.028,0.1953,0.122902
118363,118363,CC1=C(N)N=NOC1=N,-0.5603100000000001,88.78999999999999,126.054160812,2,5,"(48,)",0.2495708232890063,-0.3817232389701162,0,1,0,4.0055,-450.087632,-450.088576,-450.097116,-450.130769,-0.2232,-0.078,0.1452,0.111568
72445,72445,OC1=NC=CC(=N)C=N1,-0.3383300000000002,69.86000000000001,123.04326178,2,4,"(46,)",0.3133300870256524,-0.4790127320173548,0,1,0,0.9215,-432.878689,-432.879633,-432.886765,-432.918676,-0.234,-0.0816,0.1524,0.103184
1657,1657,CC1=CC2CC2(CO)C1,1.335,20.23,124.088815004,1,1,"(50,)",0.0495875459368335,-0.3957631234210758,1,2,2,1.3181,-387.084447,-387.085391,-387.094313,-387.127646,-0.2193,0.0245,0.2438,0.182622
76063,76063,CN1CC2(CO2)C1C#C,-0.2974000000000001,15.77,123.068413908,0,2,"(48,)",0.1307609901396919,-0.3653910401276222,0,2,2,2.4056,-401.84624,-401.847184,-401.856115,-401.889728,-0.2253,0.0293,0.2546,0.144993
6343,6343,CCC1CC(C1)NC=O,0.9209999999999998,29.1,127.099714036,1,1,"(52,)",0.2068379663484367,-0.3559275999364081,3,1,0,3.6954,-404.362481,-404.363425,-404.373277,-404.409174,-0.2475,0.0321,0.2796,0.19415
127584,127584,CC1(O)C2COC1C2O,-0.8731,49.69,130.06299418,2,3,"(52,)",0.1126204939380788,-0.389803773571331,0,3,4,2.4561,-460.120459,-460.121403,-460.129404,-460.161149,-0.2242,0.0527,0.2769,0.159366
32769,32769,CC(=O)C1CC1(O)C#N,-0.15002,61.09,125.047678464,1,3,"(48,)",0.1611827449135079,-0.3745827055575936,1,1,2,4.7687,-437.894536,-437.89548,-437.904482,-437.938489,-0.2664,-0.0522,0.2142,0.121649
30546,30546,O=CC(C#N)N1CCC1,-0.2168199999999998,44.1,124.063662876,0,3,"(48,)",0.1538552962676758,-0.300414917776825,2,1,1,4.6756,-417.982558,-417.983502,-417.992441,-418.027097,-0.2529,-0.0486,0.2043,0.134917
90024,90024,CC12CC1(CN2)C#N,0.26198,35.82,108.068748256,1,2,"(42,)",0.0894226619264686,-0.3081719489805815,0,2,2,4.4309,-342.755804,-342.756748,-342.764254,-342.795844,-0.245,0.0154,0.2604,0.131184
66735,66735,N=C1CCCCOCO1,1.13827,42.31,129.078978592,1,3,"(52,)",0.189926994786455,-0.4549204500555646,0,1,0,2.5928,-440.283263,-440.284207,-440.292469,-440.325588,-0.2589,0.0243,0.2832,0.173433
48209,48209,C1CC23C4C2C2C4C32O1,0.6511,9.23,120.057514876,0,1,"(46,)",0.0814095221660174,-0.3737444648078503,0,6,4,1.4659,-384.544865,-384.545809,-384.552076,-384.582408,-0.2081,0.0708,0.2789,0.137189
123585,123585,OC1(CC1)C1=CNN=C1,0.3911,48.91,124.063662876,2,2,"(48,)",0.0928706041422954,-0.3850486057358309,1,2,0,1.7362,-417.998794,-417.999738,-418.007608,-418.04036,-0.2236,0.0222,0.2459,0.137572
106547,106547,CC(C)C1CNC(=O)O1,0.7508000000000001,38.33,129.078978592,1,2,"(52,)",0.4071099768578053,-0.4440921322640124,1,1,1,4.7909,-440.339689,-440.340633,-440.349762,-440.383963,-0.2594,0.0556,0.3149,0.171679
81319,81319,COC1(CC#N)CC1O,0.0498799999999999,53.25,127.063328528,1,3,"(50,)",0.1091619995099736,-0.3899637487601775,2,1,2,3.1426,-439.052078,-439.053022,-439.062672,-439.097484,-0.2466,0.0266,0.2731,0.145262
123206,123206,CN=C1OCCNC1C,0.0229999999999999,33.62,128.094963004,1,3,"(52,)",0.1999005825056278,-0.4785197347980909,0,1,1,2.6477,-420.402268,-420.403212,-420.412561,-420.447003,-0.2286,0.0251,0.2537,0.183439
125902,125902,[O-]C(=O)C1CC[NH2+]CC1,-2.2902999999999984,56.74,129.078978592,1,2,"(52,)",0.0761243519553231,-0.5498571931800426,1,1,0,16.665,-440.250711,-440.251655,-440.26006,-440.293809,-0.1526,-0.0243,0.1283,0.173889
86250,86250,OCC1(OC2CC12)C#N,-0.3402199999999999,53.25,125.047678464,1,3,"(48,)",0.1821804854674011,-0.3922158430724164,1,2,3,5.0723,-437.82947,-437.830415,-437.838598,-437.871454,-0.2745,0.0008,0.2753,0.123461
55273,55273,CC1CC2C=CC(=O)C12,1.3975,17.07,122.07316494,0,1,"(48,)",0.1588065509211983,-0.2945251502676164,0,2,3,3.4708,-385.911033,-385.911977,-385.919864,-385.952643,-0.2313,-0.0435,0.1878,0.160566
86064,86064,OCCC1CC2CN12,-0.1747,23.24,113.084063972,1,2,"(46,)",0.0445452178582618,-0.3963146753503186,2,2,3,0.392,-364.997082,-364.998026,-365.00613,-365.03907,-0.2295,0.0799,0.3095,0.16594
117936,117936,OC1C=CC2C1OC2=O,-0.5413000000000001,46.53,126.031694052,1,3,"(48,)",0.3166337770217905,-0.4574405246211267,0,2,3,3.8702,-457.7844,-457.785344,-457.792504,-457.824267,-0.2632,-0.0218,0.2414,0.113788
94077,94077,O=C1NC=CCC11CO1,-0.211,41.63,125.047678464,1,2,"(48,)",0.2584018181964211,-0.3587684449980304,0,2,1,3.3283,-437.900274,-437.901219,-437.908703,-437.94083,-0.2241,-0.018,0.2061,0.125651
70821,70821,N=COCC1=CC=CO1,1.40327,46.22,125.047678464,1,3,"(48,)",0.166791535822198,-0.4757870813352074,3,1,0,3.6165,-437.894647,-437.895592,-437.903789,-437.938324,-0.2337,-0.0041,0.2296,0.12485
65235,65235,OC(CC#N)CN1CC1,-0.4234200000000001,47.03,126.07931294,1,3,"(50,)",0.0796333551142801,-0.3907188612017753,3,1,1,3.2812,-419.178582,-419.179527,-419.188875,-419.223962,-0.2584,0.0331,0.2915,0.158805
59603,59603,CC1=NC2CC2(O)CO1,-0.0616,41.82000000000001,127.063328528,1,3,"(50,)",0.1799903508674901,-0.4780920392422248,0,2,2,1.3858,-439.077954,-439.078898,-439.087261,-439.119837,-0.2238,0.019,0.2428,0.147412
114202,114202,CC1CC(C)C2OC12,1.4297,12.53,112.088815004,0,1,"(46,)",0.086974552234496,-0.3690094495493061,0,2,4,1.7939,-349.003238,-349.004182,-349.012073,-349.04395,-0.2537,0.0903,0.3441,0.177663
116246,116246,CCN=C1COC(=O)N1,0.1446000000000001,50.69,128.058577496,1,3,"(50,)",0.4125868370542003,-0.4411389273395142,1,1,0,2.7735,-455.199306,-455.20025,-455.209025,-455.243973,-0.2618,-0.008,0.2538,0.136266
126454,126454,C#CC1C2OC(C#C)C12,0.2661999999999999,9.23,118.041864812,0,1,"(44,)",0.1245332215742898,-0.3600778795123217,0,2,4,1.8557,-383.353668,-383.354612,-383.36275,-383.395401,-0.2358,0.0157,0.2515,0.10996
37728,37728,CCCC#CC(F)(F)F,2.3522000000000007,0.0,136.049984884,0,0,"(52,)",0.4571683667642508,-0.158565860980711,1,0,0,3.4458,-532.221829,-532.222773,-532.232534,-532.269551,-0.2876,0.0147,0.3023,0.118828
78299,78299,CN1C=C(C)C(O)=N1,0.4341199999999999,38.05,112.063662876,1,3,"(44,)",0.2327223724190091,-0.4920292688933905,0,1,0,2.0801,-379.942595,-379.943539,-379.951885,-379.985428,-0.2059,0.0326,0.2385,0.130817
130759,130759,C1OC11C2CC1C1NC21,-0.2545000000000001,34.47,123.068413908,1,2,"(48,)",0.1003014364642856,-0.3688640364450009,0,4,4,2.9617,-401.854006,-401.854951,-401.861462,-401.891937,-0.2276,0.0804,0.3081,0.14982
39582,39582,O=C1NCC2C3CC1C23,-0.0017,29.1,123.068413908,1,1,"(48,)",0.2229331794949752,-0.3555552628768087,0,3,4,3.9798,-401.954966,-401.95591,-401.962867,-401.99424,-0.2272,0.0326,0.2598,0.151575
83350,83350,C#CC1CCOC1,0.6561,9.23,96.057514876,0,1,"(38,)",0.0604155877466063,-0.3801199662017367,0,1,1,1.0187,-308.479375,-308.48032,-308.487195,-308.518824,-0.2516,0.0498,0.3015,0.125742
16002,16002,C#CC1(CC1)OCC#N,0.69238,33.02,121.052763844,0,2,"(46,)",0.1352139545437471,-0.3474669354168911,2,1,0,2.978,-400.684627,-400.685571,-400.694621,-400.729054,-0.2581,0.0035,0.2616,0.121611
98942,98942,NC1=CC=C(O)C(=O)O1,-0.0723999999999999,76.46000000000001,127.02694302,2,4,"(48,)",0.3795057952842433,-0.50181056451826,0,1,0,4.4438,-473.882926,-473.88387,-473.891499,-473.923336,-0.1922,-0.0353,0.1568,0.101771
125771,125771,COC1=NN(C)N=C1C,0.1321199999999999,39.94,127.074561908,0,4,"(50,)",0.2556820928374841,-0.4786092565679079,1,1,0,1.0882,-435.263951,-435.264895,-435.274613,-435.3105,-0.2148,0.0107,0.2255,0.147122
87649,87649,COCCCCC1CC1,2.2131,9.23,128.120115132,0,1,"(54,)",0.0461764325435135,-0.3846901947983485,5,1,0,1.0264,-389.46016,-389.461105,-389.472166,-389.509896,-0.2495,0.0909,0.3404,0.227557
96619,96619,CC1=CC(O)=CN=C1N,0.6778200000000001,59.14,124.063662876,2,3,"(48,)",0.1337974957662896,-0.5063288629337427,0,1,0,3.1478,-418.06912,-418.070064,-418.078441,-418.11088,-0.1924,-0.01,0.1824,0.137264
102344,102344,NC1=C(O)OC=NC1=O,-0.6774,89.35,128.022191988,2,5,"(48,)",0.312804898694142,-0.4790265858088991,0,1,0,5.5125,-489.920512,-489.921456,-489.929221,-489.961373,-0.2071,-0.0392,0.1679,0.089867
41931,41931,CC(O)C(C)(O)CC#N,0.03188,64.25,129.078978592,2,3,"(52,)",0.1003348778269926,-0.3903955527109994,2,0,2,4.5746,-440.292245,-440.293189,-440.303917,-440.339225,-0.2684,0.0287,0.2971,0.167359
76609,76609,CN1CCC11C2CC1O2,0.2318,12.47,125.084063972,0,2,"(50,)",0.0814285954208604,-0.3707116479965102,0,4,2,1.8068,-403.037675,-403.038619,-403.046587,-403.078888,-0.2115,0.077,0.2885,0.170881
110231,110231,CC1CCC(O)C11CN1,0.1192,42.17,127.099714036,2,2,"(52,)",0.0736499566201697,-0.3911425921605754,0,2,3,1.5509,-404.326173,-404.327117,-404.336192,-404.369718,-0.2439,0.0652,0.309,0.195314
